199,0,198,0,1,10640
199,0,198,0,1,10640
199,0,198,0,756,13749
199,0,198,0,1051,14086
203,0,198,4,552,18050
199,0,198,0,2443,19092
207,0,198,8,1050,17637
201,0,198,2,1543,13542
206,0,198,7,2510,17110
200,0,198,1,3369,10967
212,0,198,13,2589,16309
206,0,198,7,2418,18775
203,0,198,4,3008,13214
209,0,198,10,3631,14006
216,0,198,17,1996,12354
208,0,198,9,4033,19343
216,0,198,17,3116,16600
212,0,198,13,4150,13855
204,0,198,5,3813,11049
206,0,201,4,5037,17019
208,0,198,9,4577,15339
207,0,200,6,5058,13807
214,0,199,14,5169,17005
224,0,202,21,4094,15198
207,0,200,6,4576,18082
207,0,201,5,3978,10433
221,0,206,14,3029,13435
226,0,200,25,5535,19733
218,0,206,11,3634,11504
216,0,204,11,5041,18041
213,0,201,11,5702,13724
211,0,201,9,4255,13311
210,0,202,7,5565,12193
221,0,198,22,5994,18218
218,0,202,15,4251,13875
218,0,201,16,6299,19857
233,0,200,32,5804,17216
216,0,200,15,5963,16471
209,0,202,6,3724,11508
209,0,201,7,5170,11364
229,0,201,27,6546,17988
211,0,198,12,6173,18137
208,0,200,7,4338,12162
209,0,202,6,5447,10044
218,0,200,17,5944,14551
230,0,206,23,5935,16203
214,0,202,11,6724,18453
222,0,208,13,5027,11632
207,0,202,4,5618,11015
216,0,206,9,4505,10071
211,0,201,9,6282,14118
216,0,201,14,6203,16643
223,0,203,19,6679,15811
239,0,212,26,5478,11983
235,0,199,35,8932,17877
229,0,212,16,6231,16453
210,0,202,7,5506,11059
222,0,202,19,6330,10238
225,0,210,14,7312,16739
216,0,207,8,4846,10181
208,0,201,6,5952,11703
208,0,202,5,7540,19575
247,0,203,43,7830,18293
215,0,203,11,7190,13029
209,0,203,5,8576,19499
222,0,212,9,6779,13196
243,0,216,26,7206,14249
253,0,209,43,8264,16632
233,0,204,28,8206,14653
212,0,202,9,6313,12170
227,0,204,22,8696,17878
209,0,201,7,7077,18319
243,0,211,31,7951,14787
242,0,218,23,8027,15930
222,0,212,9,7585,19085
240,0,212,27,8207,16569
232,0,214,17,6633,12290
210,0,203,6,9284,19546
229,0,209,19,7302,16200
211,0,202,8,6085,10987
230,0,205,24,8951,15873
218,0,210,7,9740,19126
215,0,205,9,8438,19284
227,0,217,9,8279,18738
213,0,201,11,9701,19309
232,0,202,29,7611,12278
216,0,203,12,7142,10841
207,0,201,5,7631,19742
247,0,215,31,7003,13211
252,0,211,40,9856,18752
223,0,209,13,7569,10904
217,0,208,8,8569,18124
216,0,205,10,8670,15084
241,0,203,37,9333,17431
205,0,199,5,8928,19008
263,0,210,52,8880,13440
261,0,224,36,8413,12990
223,0,213,9,5942,10496
242,0,215,26,8296,13779
211,0,207,3,10103,18882
233,0,227,5,7478,11767
253,0,222,30,7609,14286
221,0,206,14,9091,10762
284,0,236,46,9517,18768
226,0,207,18,8108,12650
232,0,219,12,11040,18747
228,0,218,9,9294,17048
283,0,233,49,8410,13870
256,0,214,41,10223,17292
240,0,211,28,9422,16563
249,0,228,20,10145,17353
243,0,215,27,10152,14663
212,0,201,10,10734,18563
245,0,214,30,10721,16881
256,0,222,33,9401,14630
261,0,207,53,11020,17655
219,0,204,14,13168,19606
199,0,198,0,1,10640
199,0,198,0,756,13749
199,0,198,0,1051,14086
203,0,198,4,552,18050
199,0,198,0,2443,19092
207,0,198,8,1050,17637
201,0,198,2,1543,13542
206,0,198,7,2510,17110
200,0,198,1,3369,10967
212,0,198,13,2589,16309
206,0,198,7,2418,18775
203,0,198,4,3008,13214
209,0,198,10,3631,14006
216,0,198,17,1996,12354
208,0,198,9,4033,19343
216,0,198,17,3116,16600
212,0,198,13,4150,13855
204,0,198,5,3813,11049
206,0,201,4,5037,17019
208,0,198,9,4577,15339
207,0,200,6,5058,13807
214,0,199,14,5169,17005
224,0,202,21,4094,15198
207,0,200,6,4576,18082
207,0,201,5,3978,10433
221,0,206,14,3029,13435
226,0,200,25,5535,19733
218,0,206,11,3634,11504
216,0,204,11,5041,18041
213,0,201,11,5702,13724
211,0,201,9,4255,13311
210,0,202,7,5565,12193
221,0,198,22,5994,18218
218,0,202,15,4251,13875
218,0,201,16,6299,19857
233,0,200,32,5804,17216
216,0,200,15,5963,16471
209,0,202,6,3724,11508
209,0,201,7,5170,11364
229,0,201,27,6546,17988
211,0,198,12,6173,18137
208,0,200,7,4338,12162
209,0,202,6,5447,10044
218,0,200,17,5944,14551
230,0,206,23,5935,16203
214,0,202,11,6724,18453
222,0,208,13,5027,11632
207,0,202,4,5618,11015
216,0,206,9,4505,10071
211,0,201,9,6282,14118
216,0,201,14,6203,16643
223,0,203,19,6679,15811
239,0,212,26,5478,11983
235,0,199,35,8932,17877
229,0,212,16,6231,16453
210,0,202,7,5506,11059
222,0,202,19,6330,10238
225,0,210,14,7312,16739
216,0,207,8,4846,10181
208,0,201,6,5952,11703
208,0,202,5,7540,19575
247,0,203,43,7830,18293
215,0,203,11,7190,13029
209,0,203,5,8576,19499
222,0,212,9,6779,13196
243,0,216,26,7206,14249
253,0,209,43,8264,16632
233,0,204,28,8206,14653
212,0,202,9,6313,12170
227,0,204,22,8696,17878
209,0,201,7,7077,18319
243,0,211,31,7951,14787
242,0,218,23,8027,15930
222,0,212,9,7585,19085
240,0,212,27,8207,16569
232,0,214,17,6633,12290
210,0,203,6,9284,19546
229,0,209,19,7302,16200
211,0,202,8,6085,10987
230,0,205,24,8951,15873
218,0,210,7,9740,19126
215,0,205,9,8438,19284
227,0,217,9,8279,18738
213,0,201,11,9701,19309
232,0,202,29,7611,12278
216,0,203,12,7142,10841
207,0,201,5,7631,19742
247,0,215,31,7003,13211
252,0,211,40,9856,18752
223,0,209,13,7569,10904
217,0,208,8,8569,18124
216,0,205,10,8670,15084
241,0,203,37,9333,17431
205,0,199,5,8928,19008
263,0,210,52,8880,13440
261,0,224,36,8413,12990
223,0,213,9,5942,10496
242,0,215,26,8296,13779
211,0,207,3,10103,18882
233,0,227,5,7478,11767
253,0,222,30,7609,14286
221,0,206,14,9091,10762
284,0,236,46,9517,18768
226,0,207,18,8108,12650
232,0,219,12,11040,18747
228,0,218,9,9294,17048
283,0,233,49,8410,13870
256,0,214,41,10223,17292
240,0,211,28,9422,16563
249,0,228,20,10145,17353
243,0,215,27,10152,14663
212,0,201,10,10734,18563
245,0,214,30,10721,16881
256,0,222,33,9401,14630
261,0,207,53,11020,17655
219,0,204,14,13168,19606
231,0,207,23,9235,12037
245,0,214,30,10793,15271
226,0,212,13,11223,17774
237,0,209,27,11541,15628
220,0,207,12,10494,18559
212,0,209,2,8440,15477
236,0,213,20,11863,19118
277,0,218,58,11732,18638
241,0,222,18,12537,18304
256,0,206,49,10548,15668
259,0,244,14,8679,16351
220,0,202,17,12198,18530
204,0,198,5,9829,17937
281,0,217,63,12159,18521
215,0,209,5,11233,17705
232,0,204,27,9355,12725
231,0,211,18,8870,10874
269,0,232,36,11233,16958
221,0,208,12,11674,19438
204,0,198,5,11334,18154
241,0,217,23,9409,10095
239,0,209,29,9993,13617
204,0,201,2,13023,19813
293,0,224,68,12160,14866
218,0,201,16,13254,19955
209,0,200,8,10986,17694
259,0,222,35,10387,14490
273,0,242,30,9403,11544
231,0,214,16,9306,15916
243,0,213,29,12764,16603
231,0,209,21,9920,10680
254,0,221,31,11479,17453
265,0,218,46,11135,13533
238,0,217,20,11987,19294
241,0,221,19,12381,18335
227,0,205,21,12729,17608
225,0,208,16,10417,10883
209,0,201,7,15115,19469
238,0,215,22,12691,17192
256,0,223,31,10973,12330
209,0,200,8,12029,19981
209,0,203,5,11560,15793
267,0,245,21,9758,11085
293,0,220,72,13622,19548
250,0,215,34,13002,14351
262,0,217,44,13203,17320
227,0,211,15,13172,18699
220,0,207,11,12641,17017
241,0,218,21,13264,17140
251,0,234,16,13910,17107
286,0,241,44,11385,13254
207,0,198,8,12483,18893
207,0,201,5,12370,18951
209,0,199,9,10834,17973
271,0,221,49,12556,15820
229,0,208,20,14124,16858
284,0,230,51,12075,16470
213,0,200,12,11854,18885
245,0,219,24,10378,16095
207,0,200,6,12904,18565
295,0,235,59,13756,18602
213,0,201,11,12446,18980
204,0,200,3,13950,19134
216,0,204,11,13963,19059
212,0,209,2,13379,15837
288,0,248,36,11652,14251
287,0,246,40,11945,12773
249,0,230,18,12994,17718
226,0,207,18,12072,17814
246,0,234,11,11581,17081
206,0,198,7,11019,19962
219,0,210,8,13962,18793
213,0,203,9,12696,17499
274,0,236,35,11240,14929
281,0,246,34,8081,11088
261,0,248,12,13678,16156
231,0,209,21,13763,17359
269,0,232,36,9580,12271
209,0,201,7,14632,19663
205,0,201,3,15137,19247
207,0,202,4,13177,17724
273,0,219,52,15054,14576
247,0,219,27,13753,17176
214,0,205,8,15260,16978
227,0,217,9,13084,17199
244,0,234,9,10687,14571
312,0,241,70,14348,17934
289,0,263,25,8180,11717
237,0,219,17,14255,17531
204,0,198,5,12609,19152
227,0,215,11,16661,17927
218,0,213,4,13338,16528
271,0,234,35,13788,18019
267,0,260,6,10399,15330
280,0,240,35,8167,10967
215,0,206,8,11825,18196
255,0,233,21,13289,17072
250,0,228,21,12553,17505
245,0,226,18,13743,14639
237,0,217,19,14244,18189
216,0,202,13,11808,18574
279,0,263,15,11774,14742
207,0,204,2,12484,19906
213,0,206,6,14063,19562
206,0,199,6,12539,19368
299,0,260,35,11345,11789
225,0,208,16,16075,17123
303,0,246,53,13758,17394
242,0,219,21,15739,16430
258,0,229,27,12862,15200
202,0,198,3,11945,19279
283,0,235,46,11954,13270
209,0,198,10,15969,19131
208,0,198,9,12248,18309
369,0,267,99,11766,13622
294,0,237,55,12693,13073
217,0,208,8,14269,16594
242,0,218,23,14119,17843
289,0,267,21,9781,13339
212,0,207,4,14819,18388
241,0,224,15,12187,15226
306,0,253,51,14276,17090
201,0,198,2,11881,19966
251,0,230,20,13409,17588
261,0,242,18,13777,14887
289,0,256,29,9916,13338
210,0,203,6,11291,17473
245,0,228,16,14444,16644
203,0,200,2,10756,19984
247,0,229,17,13717,17741
219,0,209,9,12154,15789
234,0,212,21,16374,15156
219,0,211,7,16824,17460
259,0,229,29,12953,13862
261,0,234,25,11262,15306
205,0,200,4,17550,18651
202,0,198,3,19656,18889
212,0,205,6,12147,16831
223,0,212,10,12652,16324
217,0,201,15,12590,18524
239,0,223,15,15692,18126
199,0,198,0,1,10640
199,0,198,0,756,13749
199,0,198,0,1051,14086
203,0,198,4,552,18050
199,0,198,0,2443,19092
207,0,198,8,1050,17637
201,0,198,2,1543,13542
206,0,198,7,2510,17110
200,0,198,1,3369,10967
212,0,198,13,2589,16309
206,0,198,7,2418,18775
203,0,198,4,3008,13214
209,0,198,10,3631,14006
216,0,198,17,1996,12354
208,0,198,9,4033,19343
216,0,198,17,3116,16600
212,0,198,13,4150,13855
204,0,198,5,3813,11049
206,0,201,4,5037,17019
208,0,198,9,4577,15339
207,0,200,6,5058,13807
214,0,199,14,5169,17005
224,0,202,21,4094,15198
207,0,200,6,4576,18082
